record_id,emp_id,effective_date,base_salary_idr,allowances_idr,total_idr,change_reason
SAL0399,EMP0136,2017-01-26,26172173,4953571,31125744,initial
SAL0400,EMP0136,2018-02-23,27520685,2830344,30351029,annual_review
SAL0401,EMP0136,10-01-2019,29974595,4792611,34767206,annual_review
SAL0402,EMP0137,22/08/2017,4758664,752376,5511040,initial
SAL0403,EMP0137,04/12/2018,5150436,838488,5988924,promotion
SAL0404,EMP0138,16/02/2015,22986637,4538156,27524793,initial
SAL0405,EMP0138,2015-10-15,24705675,2513913,27219588,correction
SAL0406,EMP0138,22/08/2016,25929635,2971891,28901526,annual_review
SAL0407,EMP0139,10/06/2018,22735034,4270360,27005394,initial
SAL0408,EMP0139,2019-02-14,24392105,3104310,27496415,annual_review
SAL0409,EMP0140,14/02/2019,7759569,1269657,9029226,initial
SAL0410,EMP0140,11/02/2020,8037716,1229458,9267174,promotion
SAL0411,EMP0140,2020-09-17,8774485,1548424,10322909,annual_review
SAL0412,EMP0140,2022-01-16,9830190,1300147,11130337,correction
SAL0413,EMP0141,11/03/2019,35610261,6505360,42115621,initial
SAL0414,EMP0141,2020-08-22,40096629,6758061,46854690,promotion
SAL0415,EMP0142,18/07/2023,8887135,1210892,10098027,initial
SAL0416,EMP0142,2024-10-13,9772343,989838,10762181,annual_review
SAL0417,EMP0143,2015-11-16,23693462,3036122,26729584,initial
SAL0418,EMP0143,17-01-2017,25575654,2819505,28395159,annual_review
SAL0419,EMP0143,2017-10-03,27887845,5006165,32894010,annual_review
SAL0420,EMP0144,2016-09-05,8343169,1346110,9689279,initial
SAL0421,EMP0144,2017-11-28,9440532,1607028,11047560,correction
SAL0422,EMP0144,24/07/2018,10196544,1138511,11335055,annual_review
SAL0423,EMP0145,2023-01-15,4275213,822298,5097511,initial
SAL0424,EMP0145,2024-03-15,4582109,521908,5104017,promotion
SAL0425,EMP0146,2020-10-03,7853621,1484119,9337740,initial
SAL0426,EMP0146,31-01-2022,8582237,1006015,9588252,promotion
SAL0427,EMP0146,2023-01-01,8869322,1084148,9953470,annual_review
SAL0428,EMP0147,10/02/2023,29374973,4976837,34351810,initial
SAL0429,EMP0147,2024-07-26,31054896,3757148,34812044,annual_review
SAL0430,EMP0148,27-10-2015,6329693,901857,7231550,initial
SAL0431,EMP0148,20/06/2016,6578628,1156084,7734712,market_adjustment
SAL0432,EMP0148,2017-01-07,6930993,1242765,8173758,annual_review
SAL0433,EMP0149,17/04/2020,8153687,1299025,9452712,initial
SAL0434,EMP0149,11-06-2021,8514656,888318,9402974,promotion
SAL0435,EMP0149,11/05/2022,9452207,1684733,11136940,annual_review
SAL0436,EMP0149,11/09/2023,9968752,1181079,11149831,annual_review
SAL0437,EMP0150,2019-03-14,7474439,769313,8243752,initial
SAL0438,EMP0150,23/11/2019,8457353,1648161,10105514,promotion
SAL0439,EMP0150,2020-11-15,9068518,1614923,10683441,correction
SAL0440,EMP0151,2016-06-28,45567404,5658662,51226066,initial
SAL0441,EMP0151,12/10/2017,47308099,8341572,55649671,correction
SAL0442,EMP0151,05/01/2019,49959233,9813311,59772544,annual_review
SAL0443,EMP0152,01-03-2023,6720470,1278005,7998475,initial
SAL0444,EMP0152,29/05/2024,6925575,1332641,8258216,annual_review
SAL0445,EMP0153,04/10/2019,41917985,7760263,49678248,initial
SAL0446,EMP0153,30/11/2020,45018891,5335304,50354195,correction
SAL0447,EMP0153,2022-05-08,51543466,9456896,61000362,annual_review
SAL0448,EMP0153,17-05-2023,55712869,6839056,62551925,correction
SAL0449,EMP0154,2018-02-03,6473308,1140214,7613522,initial
SAL0450,EMP0154,2019-01-09,6763531,1027872,7791403,annual_review
SAL0451,EMP0154,17/03/2020,7585116,1181102,8766218,promotion
SAL0452,EMP0155,12/09/2017,6170324,667782,6838106,initial
SAL0453,EMP0155,2018-11-18,6441119,938436,7379555,promotion
SAL0454,EMP0155,2019-10-23,7165394,878386,8043780,market_adjustment
SAL0455,EMP0155,14-11-2020,7630218,907068,8537286,market_adjustment
SAL0456,EMP0156,2017-09-29,4145980,785561,4931541,initial
SAL0457,EMP0156,26-11-2018,4737569,558700,5296269,promotion
SAL0458,EMP0157,2016-07-27,26310509,3924602,30235111,initial
SAL0459,EMP0157,17-03-2017,28351267,4702194,33053461,correction
SAL0460,EMP0158,2017-08-28,16426162,1838445,18264607,initial
SAL0461,EMP0158,2018-09-14,17708633,3502007,21210640,correction
SAL0462,EMP0158,2019-06-07,18377403,2460057,20837460,annual_review
SAL0463,EMP0159,07/09/2015,24981786,4606715,29588501,initial
SAL0464,EMP0159,27/09/2016,26099257,4502645,30601902,market_adjustment
SAL0465,EMP0160,2018-11-11,7168190,1265054,8433244,initial
SAL0466,EMP0160,2020-03-02,7893883,1070487,8964370,market_adjustment
SAL0467,EMP0160,2021-08-05,8702057,1729554,10431611,market_adjustment
SAL0468,EMP0161,2019-03-22,8145027,1041659,9186686,initial
SAL0469,EMP0161,2020-05-07,8494973,1265191,9760164,promotion
SAL0470,EMP0161,2021-03-01,9390381,966949,10357330,annual_review
SAL0471,EMP0161,2021-09-24,10607726,1780090,12387816,market_adjustment
SAL0472,EMP0162,14/01/2024,6751181,933440,7684621,initial
SAL0473,EMP0162,24/06/2025,7218597,1170832,8389429,promotion
SAL0474,EMP0163,03-07-2016,28232420,4969389,33201809,initial
SAL0475,EMP0163,2017-12-03,31625764,5669650,37295414,market_adjustment
SAL0476,EMP0164,2020-01-17,18387852,2378584,20766436,initial
SAL0477,EMP0164,26/03/2021,20021245,3088153,23109398,promotion
SAL0478,EMP0164,2022-06-25,21935163,4366658,26301821,annual_review
SAL0479,EMP0165,2022-07-22,5845757,1119426,6965183,initial
SAL0480,EMP0165,2023-08-02,6336881,914130,7251011,market_adjustment
SAL0481,EMP0165,2024-02-16,6551974,1087241,7639215,correction
SAL0482,EMP0165,2025-01-16,7444117,1110274,8554391,annual_review
SAL0483,EMP0166,2018-05-26,12256338,1608594,13864932,initial
SAL0484,EMP0166,2019-06-09,13340957,2093003,15433960,annual_review
SAL0485,EMP0166,13/08/2020,14797915,2326543,17124458,correction
SAL0486,EMP0167,2017-09-20,40968925,6400392,47369317,initial
SAL0487,EMP0167,2018-06-07,44688993,5645967,50334960,market_adjustment
SAL0488,EMP0167,02/10/2019,51236131,8589674,59825805,correction
SAL0489,EMP0168,2020-03-24,5607405,1109022,6716427,initial
SAL0490,EMP0168,2021-03-03,5816958,607941,6424899,correction
SAL0491,EMP0168,05-03-2022,6234994,640271,6875265,correction
SAL0492,EMP0169,2020-03-23,9738563,1582665,11321228,initial
SAL0493,EMP0169,01/04/2021,10144485,2020726,12165211,promotion
SAL0494,EMP0169,2022-04-26,10876433,1356958,12233391,annual_review
SAL0495,EMP0169,19-09-2023,11610069,2217974,13828043,annual_review
SAL0496,EMP0170,07-07-2015,27197823,5083109,32280932,initial
SAL0497,EMP0170,01/03/2016,29115577,4479189,33594766,annual_review
SAL0498,EMP0170,2016-09-16,31599401,4954942,36554343,market_adjustment
SAL0499,EMP0171,2021-06-30,39132208,4956559,44088767,initial
SAL0500,EMP0171,2022-12-18,42511821,8441847,50953668,annual_review
SAL0501,EMP0171,2023-12-26,46696787,7343250,54040037,promotion
SAL0502,EMP0171,2025-02-28,48658369,6500599,55158968,annual_review
SAL0503,EMP0172,22-05-2021,41870112,7584591,49454703,initial
SAL0504,EMP0172,2022-10-25,44832201,5826038,50658239,correction
SAL0505,EMP0172,2023-12-02,47262601,8698116,55960717,annual_review
SAL0506,EMP0173,11/02/2023,42979606,5218068,48197674,initial
SAL0507,EMP0173,2023-12-23,44514139,6241004,50755143,correction
SAL0508,EMP0173,13/10/2024,49185838,8448685,57634523,annual_review
SAL0509,EMP0173,2025-06-27,54154776,5779775,59934551,promotion
SAL0510,EMP0174,2020-06-23,42819539,6317031,49136570,initial
SAL0511,EMP0174,2021-04-06,45888756,7578696,53467452,annual_review
SAL0512,EMP0174,2022-03-06,50044292,7170899,57215191,promotion
SAL0513,EMP0174,05/06/2023,53427404,7492129,60919533,market_adjustment
SAL0514,EMP0175,2024-03-04,8621288,1306443,9927731,initial
SAL0515,EMP0175,06/06/2025,9446409,1537727,10984136,annual_review
SAL0516,EMP0175,2025-06-03,9941256,1205827,11147083,market_adjustment
SAL0517,EMP0176,06/12/2022,28822882,5021545,33844427,initial
SAL0518,EMP0176,2024-01-29,30614290,5537921,36152211,correction
SAL0519,EMP0177,05/12/2021,9576796,1694249,11271045,initial
SAL0520,EMP0177,2023-01-11,10938198,1665088,12603286,annual_review
SAL0521,EMP0177,12/01/2024,11873396,1366001,13239397,annual_review
SAL0522,EMP0177,25/06/2025,13320330,1878513,15198843,market_adjustment
SAL0523,EMP0178,2015-02-18,9607881,1758448,11366329,initial
SAL0524,EMP0178,2015-09-18,10627001,1346371,11973372,market_adjustment
SAL0525,EMP0178,2016-08-09,11769670,1985372,13755042,promotion
SAL0526,EMP0179,13/02/2024,18961601,2665746,21627347,initial
SAL0527,EMP0179,2024-10-08,19871671,2475188,22346859,annual_review
SAL0528,EMP0179,2025-06-16,21625264,3075153,24700417,market_adjustment
SAL0529,EMP0180,2017-02-25,10620819,1276612,11897431,initial
SAL0530,EMP0180,2018-01-10,11113324,1988918,13102242,promotion
SAL0531,EMP0180,2018-11-28,12325126,2026612,14351738,annual_review
SAL0532,EMP0181,22/07/2019,6177135,1213057,7390192,initial
SAL0533,EMP0181,22-09-2020,6942284,1290976,8233260,annual_review
SAL0534,EMP0182,01-05-2022,16408104,2155868,18563972,initial
SAL0535,EMP0182,2023-03-29,18607784,3529474,22137258,market_adjustment
SAL0536,EMP0182,2024-09-02,20634016,2882355,23516371,annual_review
SAL0537,EMP0183,18-08-2015,9522420,1641888,11164308,initial
SAL0538,EMP0183,2016-04-25,10077814,1747977,11825791,correction
SAL0539,EMP0183,22-12-2016,11011371,2146858,13158229,correction
SAL0540,EMP0184,2021-05-06,23812402,2980855,26793257,initial
SAL0541,EMP0184,18/12/2021,25207075,4469695,29676770,annual_review
SAL0542,EMP0184,23-11-2022,26959327,4683472,31642799,correction
SAL0543,EMP0185,01/05/2020,28519778,4986324,33506102,initial
SAL0544,EMP0185,25/02/2021,32577001,3727714,36304715,annual_review
SAL0545,EMP0185,21/11/2021,34391313,4950544,39341857,promotion
SAL0546,EMP0186,2017-01-04,4533318,844511,5377829,initial
SAL0547,EMP0186,2017-07-31,4936071,838943,5775014,promotion
SAL0548,EMP0186,2018-03-25,5271619,777486,6049105,market_adjustment
SAL0549,EMP0186,25-01-2019,6039155,823135,6862290,annual_review
SAL0550,EMP0187,2015-11-12,27006970,3693849,30700819,initial
SAL0551,EMP0187,2016-10-14,27885477,2885615,30771092,correction
SAL0552,EMP0187,2018-03-17,31395504,5307982,36703486,annual_review
SAL0553,EMP0188,20/09/2018,28233913,4719576,32953489,initial
SAL0554,EMP0188,2019-07-26,30953610,5073138,36026748,promotion
SAL0555,EMP0188,2021-01-14,33230019,5100511,38330530,annual_review
SAL0556,EMP0189,2016-02-05,6991457,1298766,8290223,initial
SAL0557,EMP0189,17/02/2017,7207800,1389308,8597108,market_adjustment
SAL0558,EMP0189,2017-12-24,7684282,996976,8681258,annual_review
SAL0559,EMP0189,2018-09-12,8759366,1646294,10405660,promotion
SAL0560,EMP0190,2021-09-05,9215944,1515497,10731441,initial
SAL0561,EMP0190,21/03/2022,9795482,1785910,11581392,annual_review
SAL0562,EMP0190,2023-05-26,10643094,2050389,12693483,market_adjustment
SAL0563,EMP0190,10/05/2024,11878611,2167134,14045745,annual_review
SAL0564,EMP0191,28-12-2018,8929646,1126001,10055647,initial
SAL0565,EMP0191,2019-07-29,9574569,1655664,11230233,correction
SAL0566,EMP0191,2020-10-31,10709483,1815482,12524965,market_adjustment
SAL0567,EMP0192,2015-12-18,26748146,4390367,31138513,initial
SAL0568,EMP0192,2016-09-17,29573252,2966421,32539673,annual_review
SAL0569,EMP0193,2022-12-25,6839176,1113620,7952796,initial
SAL0570,EMP0193,30/11/2023,7516918,870325,8387243,annual_review
SAL0571,EMP0193,2025-02-16,8386081,1548875,9934956,annual_review
SAL0572,EMP0194,2018-06-16,8876258,1251833,10128091,initial
SAL0573,EMP0194,2019-05-25,9623450,1213208,10836658,annual_review
SAL0574,EMP0194,2020-11-06,10596981,1906957,12503938,promotion
SAL0575,EMP0194,14/08/2021,11022215,1302703,12324918,promotion
SAL0576,EMP0195,01/11/2019,16330379,3175862,19506241,initial
SAL0577,EMP0195,2021-02-15,17260205,3319331,20579536,annual_review
SAL0578,EMP0195,2022-07-11,19045607,3631701,22677308,annual_review
SAL0579,EMP0196,03-01-2016,7939550,951369,8890919,initial
SAL0580,EMP0196,2017-06-25,8989314,1259434,10248748,annual_review
SAL0581,EMP0196,29-07-2018,9906647,1078894,10985541,annual_review
SAL0582,EMP0197,2019-08-22,7543168,882643,8425811,initial
SAL0583,EMP0197,04/12/2020,7875686,1130285,9005971,correction
SAL0584,EMP0197,20-01-2022,8893782,994780,9888562,market_adjustment
SAL0585,EMP0198,2022-09-08,8992903,1081976,10074879,initial
SAL0586,EMP0198,2023-07-21,9573443,1323120,10896563,market_adjustment
SAL0587,EMP0198,2024-08-24,10844418,1318211,12162629,correction
SAL0588,EMP0199,2016-08-20,5728239,734914,6463153,initial
SAL0589,EMP0199,2018-01-28,6030252,849375,6879627,annual_review
SAL0590,EMP0200,11/10/2023,4306064,442996,4749060,initial
SAL0591,EMP0200,2024-08-20,4556927,869155,5426082,market_adjustment
SAL0592,EMP0200,12/06/2025,5067813,550232,5618045,market_adjustment
SAL0593,EMP0200,2025-06-26,5749804,969907,6719711,market_adjustment
SAL0594,EMP0201,29-08-2021,5495973,760365,6256338,initial
SAL0595,EMP0201,2022-09-29,6146325,659534,6805859,promotion
SAL0596,EMP0201,2024-01-07,6374048,1230869,7604917,promotion
SAL0597,EMP0202,2018-09-22,22900934,4370016,27270950,initial
SAL0598,EMP0202,2020-01-25,26169323,4473818,30643141,correction
SAL0599,EMP0202,2020-08-15,26971237,4368417,31339654,correction
SAL0600,EMP0202,2021-07-15,30944177,3503618,34447795,promotion
SAL0601,EMP0203,2016-07-11,43775731,4557600,48333331,initial
SAL0602,EMP0203,08/04/2017,46456337,6935187,53391524,correction
SAL0603,EMP0203,27/03/2018,52744091,5747249,58491340,annual_review
SAL0604,EMP0203,2019-06-21,57066551,6373432,63439983,promotion
SAL0605,EMP0204,2018-07-31,6185229,1223757,7408986,initial
SAL0606,EMP0204,2019-10-09,7017770,1226582,8244352,promotion
SAL0607,EMP0204,12/11/2020,7466563,1204305,8670868,promotion
SAL0608,EMP0205,2019-02-04,5597115,1078405,6675520,initial
SAL0609,EMP0205,23-04-2020,5975263,786071,6761334,annual_review
SAL0610,EMP0205,2021-06-28,6702100,1042628,7744728,annual_review
SAL0611,EMP0206,21/04/2015,47059337,7701976,54761313,initial
SAL0612,EMP0206,30/05/2016,48771669,5143300,53914969,annual_review
SAL0613,EMP0206,2017-02-27,50444706,5869518,56314224,promotion
SAL0614,EMP0206,2018-04-22,54599916,5682713,60282629,market_adjustment
SAL0615,EMP0207,2022-07-19,20981414,4172822,25154236,initial
SAL0616,EMP0207,2023-10-29,22832477,2540092,25372569,market_adjustment
SAL0617,EMP0207,10/07/2024,23856251,2871657,26727908,annual_review
SAL0618,EMP0208,2023-01-08,4595835,542609,5138444,initial
SAL0619,EMP0208,01-10-2023,5147300,804650,5951950,promotion
SAL0620,EMP0208,2025-03-03,5663477,1131565,6795042,correction
SAL0621,EMP0209,2019-06-30,25138436,3836164,28974600,initial
SAL0622,EMP0209,2020-10-14,26437295,3294503,29731798,annual_review
SAL0623,EMP0209,23/12/2021,29377889,3014060,32391949,promotion
SAL0624,EMP0210,13/11/2022,26430524,5236770,31667294,initial
SAL0625,EMP0210,2023-07-13,28473613,5492982,33966595,correction
SAL0626,EMP0211,2016-11-12,11779557,2163877,13943434,initial
SAL0627,EMP0211,2017-07-28,12173759,2228649,14402408,market_adjustment
SAL0628,EMP0211,2018-12-27,13239968,2110721,15350689,promotion
SAL0629,EMP0212,08-02-2016,6024349,800893,6825242,initial
SAL0630,EMP0212,28-08-2016,6679441,884969,7564410,market_adjustment
SAL0631,EMP0213,2017-06-24,9068323,1813502,10881825,initial
SAL0632,EMP0213,2018-10-08,9481098,1708074,11189172,annual_review
SAL0633,EMP0214,2022-09-29,34494361,4564193,39058554,initial
SAL0634,EMP0214,2023-04-25,38608020,7535900,46143920,correction
SAL0635,EMP0214,2024-05-04,40195045,4735019,44930064,promotion
SAL0636,EMP0215,31/08/2019,9233294,1722485,10955779,initial
SAL0637,EMP0215,2020-04-12,9533020,1108633,10641653,annual_review
SAL0638,EMP0215,2021-05-03,10144966,1136846,11281812,annual_review
SAL0639,EMP0215,08/07/2022,11424571,2174934,13599505,promotion
SAL0640,EMP0216,2023-10-18,45250556,5119135,50369691,initial
SAL0641,EMP0216,2025-03-21,47129964,7129129,54259093,promotion
SAL0642,EMP0217,05/02/2023,23214511,3355523,26570034,initial
SAL0643,EMP0217,18/02/2024,25238184,4038969,29277153,correction
SAL0644,EMP0217,01/10/2024,28286423,4565054,32851477,promotion
SAL0645,EMP0217,2025-06-10,30581075,4627960,35209035,annual_review
SAL0646,EMP0218,2015-04-03,7944164,1331791,9275955,initial
SAL0647,EMP0218,2016-08-26,8836677,1706068,10542745,annual_review
SAL0648,EMP0218,2017-11-18,9769363,1058969,10828332,correction
SAL0649,EMP0219,17-10-2016,40710828,5851593,46562421,initial
SAL0650,EMP0219,15/12/2017,43399663,7309865,50709528,annual_review
SAL0651,EMP0219,13-11-2018,49084348,7007928,56092276,correction
SAL0652,EMP0220,23-01-2022,44076892,4618060,48694952,initial
SAL0653,EMP0220,30/08/2022,50251017,5565964,55816981,correction
SAL0654,EMP0221,26/11/2024,22128865,3126851,25255716,initial
SAL0655,EMP0221,2025-06-09,24705488,3348724,28054212,promotion
SAL0656,EMP0221,28/06/2025,27725427,3088433,30813860,annual_review
SAL0657,EMP0222,2017-04-22,8774860,1283655,10058515,initial
SAL0658,EMP0222,2018-01-20,9925675,1075239,11000914,annual_review
SAL0659,EMP0222,14/07/2019,10577967,1823741,12401708,correction
SAL0660,EMP0223,18/03/2017,27706296,4627671,32333967,initial
SAL0661,EMP0223,30-07-2018,31223335,6140754,37364089,promotion
SAL0662,EMP0223,01/05/2019,32950866,5756612,38707478,annual_review
SAL0663,EMP0224,2021-09-11,25134325,3165209,28299534,initial
SAL0664,EMP0224,17/02/2023,26209060,2667860,28876920,correction
SAL0665,EMP0224,05/03/2024,27362295,4530651,31892946,annual_review
SAL0666,EMP0225,2021-12-03,40440508,6841750,47282258,initial
SAL0667,EMP0225,2023-05-03,46340634,7997982,54338616,correction
SAL0668,EMP0226,2018-06-04,15080140,2440719,17520859,initial
SAL0669,EMP0226,2019-10-12,16185325,2920869,19106194,market_adjustment
SAL0670,EMP0226,23/05/2020,16913838,2014103,18927941,annual_review
SAL0671,EMP0227,08/09/2021,9422418,957209,10379627,initial
SAL0672,EMP0227,2022-06-11,10676366,1581294,12257660,annual_review
SAL0673,EMP0227,2023-02-20,11829080,2179022,14008102,market_adjustment
SAL0674,EMP0227,20/05/2024,12454953,2204179,14659132,promotion
SAL0675,EMP0228,11/10/2022,29971614,4417783,34389397,initial
SAL0676,EMP0228,2023-04-20,31289617,5440579,36730196,annual_review
SAL0677,EMP0228,2024-05-31,35847388,3655099,39502487,market_adjustment
SAL0678,EMP0228,12/06/2025,37966526,5958582,43925108,promotion
SAL0679,EMP0229,2018-07-12,16572195,1741608,18313803,initial
SAL0680,EMP0229,2019-01-12,17273524,3419271,20692795,market_adjustment
SAL0681,EMP0229,2020-03-20,19319562,3344367,22663929,correction
SAL0682,EMP0229,2021-02-11,19984967,2969967,22954934,market_adjustment
SAL0683,EMP0230,2017-03-10,8478998,1462300,9941298,initial
SAL0684,EMP0230,2018-08-19,9654261,1189313,10843574,market_adjustment
SAL0685,EMP0230,2019-03-18,10555940,1664041,12219981,market_adjustment
SAL0686,EMP0230,2020-06-23,10953067,2069188,13022255,market_adjustment
SAL0687,EMP0231,30-08-2019,4245242,634574,4879816,initial
SAL0688,EMP0231,21-01-2021,4549250,464390,5013640,market_adjustment
SAL0689,EMP0231,2021-12-14,5082172,682966,5765138,market_adjustment
SAL0690,EMP0231,2022-10-08,5544224,1058431,6602655,correction
SAL0691,EMP0232,11/04/2018,15690043,3015211,18705254,initial
SAL0692,EMP0232,2019-09-09,17042776,2936461,19979237,promotion
SAL0693,EMP0232,2020-09-22,19516984,3505196,23022180,promotion
SAL0694,EMP0233,2021-05-05,9354415,1843700,11198115,initial
SAL0695,EMP0233,2022-01-22,10333084,1747011,12080095,promotion
SAL0696,EMP0234,2023-09-10,6361515,1060500,7422015,initial
SAL0697,EMP0234,2024-05-13,6684647,1073386,7758033,annual_review
SAL0698,EMP0235,15/02/2021,16692883,2993839,19686722,initial
SAL0699,EMP0235,2022-04-23,17801928,2771458,20573386,annual_review
SAL0700,EMP0235,2022-10-29,19102437,2592284,21694721,promotion
SAL0701,EMP0236,2020-01-17,6665239,782975,7448214,initial
SAL0702,EMP0236,2021-03-29,6890766,921801,7812567,annual_review
SAL0703,EMP0236,22/11/2021,7608146,1188378,8796524,annual_review
SAL0704,EMP0237,2017-05-09,8039963,1011284,9051247,initial
SAL0705,EMP0237,2018-04-28,9038416,1599885,10638301,annual_review
SAL0706,EMP0237,2019-08-06,9599692,1779214,11378906,annual_review
SAL0707,EMP0238,2024-02-15,18646766,2991481,21638247,initial
SAL0708,EMP0238,2024-10-05,20786829,3739523,24526352,market_adjustment
SAL0709,EMP0238,29/05/2025,23841644,3837684,27679328,correction
SAL0710,EMP0239,2016-11-20,9600337,1869553,11469890,initial
SAL0711,EMP0239,02/03/2018,9936697,1159658,11096355,annual_review
SAL0712,EMP0239,2018-10-28,11273225,1304348,12577573,promotion
SAL0713,EMP0240,09-07-2016,7225252,1234191,8459443,initial
SAL0714,EMP0240,21/09/2017,7874129,908907,8783036,annual_review
SAL0715,EMP0240,2018-09-22,8426522,946284,9372806,annual_review
SAL0716,EMP0241,2017-10-19,6846789,985327,7832116,initial
SAL0717,EMP0241,15/11/2018,7684194,956925,8641119,annual_review
SAL0718,EMP0241,2020-01-11,8229452,963884,9193336,correction
SAL0719,EMP0242,03-02-2022,33926003,4656127,38582130,initial
SAL0720,EMP0242,2023-03-02,36412005,4193247,40605252,annual_review
SAL0721,EMP0242,26-05-2024,39347055,4477672,43824727,annual_review
SAL0722,EMP0243,09-07-2019,22194453,3136984,25331437,initial
SAL0723,EMP0243,01/08/2020,25252134,4531766,29783900,correction
SAL0724,EMP0244,2015-01-11,7517391,1461185,8978576,initial
SAL0725,EMP0244,2016-02-21,7874242,1352500,9226742,annual_review
SAL0726,EMP0244,2017-05-10,9002125,1204757,10206882,annual_review
SAL0727,EMP0245,2019-10-26,7684645,1523054,9207699,initial
SAL0728,EMP0245,2020-07-16,8315467,1462850,9778317,market_adjustment
SAL0729,EMP0246,2021-06-25,8768979,1685852,10454831,initial
SAL0730,EMP0246,2022-03-09,9981740,1974121,11955861,annual_review
SAL0731,EMP0247,2015-07-08,8992088,1617740,10609828,initial
SAL0732,EMP0247,2016-09-26,10311401,1445661,11757062,market_adjustment
SAL0733,EMP0247,08/03/2018,11487878,1977696,13465574,promotion
SAL0734,EMP0247,11-02-2019,13085930,2390804,15476734,annual_review
SAL0735,EMP0248,2015-01-03,23854875,3841591,27696466,initial
SAL0736,EMP0248,2015-09-15,26575175,4368638,30943813,market_adjustment
SAL0737,EMP0248,2016-12-16,29363526,4850963,34214489,correction
SAL0738,EMP0249,2016-01-18,15792344,2981081,18773425,initial
SAL0739,EMP0249,2017-06-13,17032685,3203804,20236489,annual_review
SAL0740,EMP0249,2018-01-22,17619229,2449061,20068290,promotion
SAL0741,EMP0249,23-09-2018,19248238,2471334,21719572,correction
SAL0742,EMP0250,2015-08-01,11557253,1747077,13304330,initial
SAL0743,EMP0250,2016-07-05,12626995,1292274,13919269,annual_review
SAL0744,EMP0250,2017-10-04,13903589,2547455,16451044,annual_review
SAL0745,EMP0251,2015-01-05,7274825,1256005,8530830,initial
SAL0746,EMP0251,18-03-2016,7589483,1397666,8987149,annual_review
SAL0747,EMP0252,2022-08-17,7089497,1153453,8242950,initial
SAL0748,EMP0252,13/08/2023,7407514,1073153,8480667,annual_review
SAL0749,EMP0253,2022-10-13,24603870,4273344,28877214,initial
SAL0750,EMP0253,29/11/2023,26342813,4755898,31098711,annual_review
SAL0751,EMP0253,2025-03-20,28921028,5334471,34255499,correction
SAL0752,EMP0254,27/02/2016,6980787,942641,7923428,initial
SAL0753,EMP0254,2017-01-17,7748887,1295950,9044837,correction
SAL0754,EMP0254,2018-01-25,8464574,935527,9400101,annual_review
SAL0755,EMP0255,2022-03-12,8166155,1292187,9458342,initial
SAL0756,EMP0255,11/03/2023,8856335,1515886,10372221,annual_review
SAL0757,EMP0255,2024-04-04,9209115,1312194,10521309,annual_review
SAL0758,EMP0256,2019-12-08,4272762,630767,4903529,initial
SAL0759,EMP0256,19-01-2021,4440975,622959,5063934,correction
SAL0760,EMP0256,2022-04-30,4850758,908069,5758827,market_adjustment
SAL0761,EMP0256,2023-08-22,5286643,1055484,6342127,market_adjustment
SAL0762,EMP0257,23/08/2024,5444975,1051444,6496419,initial
SAL0763,EMP0257,07/06/2025,6244257,714559,6958816,annual_review
SAL0764,EMP0258,2023-03-10,17132786,2543815,19676601,initial
SAL0765,EMP0258,27-04-2024,17912777,3337636,21250413,correction
SAL0766,EMP0258,23/12/2024,19942948,2938305,22881253,market_adjustment
SAL0767,EMP0259,25-03-2022,12631333,2455619,15086952,initial
SAL0768,EMP0259,29-03-2023,14407344,2307480,16714824,annual_review
SAL0769,EMP0259,21/04/2024,15030322,2362413,17392735,promotion
SAL0770,EMP0260,2024-07-04,4084477,621974,4706451,initial
SAL0771,EMP0260,2025-03-01,4389081,572011,4961092,promotion
SAL0772,EMP0261,2018-04-25,23152477,2380023,25532500,initial
SAL0773,EMP0261,2019-01-03,24241957,3446617,27688574,correction
SAL0774,EMP0261,05-12-2019,27555514,3260029,30815543,annual_review
SAL0775,EMP0261,07-02-2021,28389076,3828689,32217765,correction
SAL0776,EMP0262,2022-02-26,26499295,3756474,30255769,initial
SAL0777,EMP0262,2023-06-14,28279099,5373841,33652940,market_adjustment
SAL0778,EMP0262,21/06/2024,30740152,3482273,34222425,correction
SAL0779,EMP0263,2024-08-26,6581004,990285,7571289,initial
SAL0780,EMP0263,2025-06-06,7133752,819655,7953407,market_adjustment
SAL0781,EMP0264,22-08-2023,9052883,1199702,10252585,initial
SAL0782,EMP0264,02-01-2025,10046348,1393664,11440012,market_adjustment
SAL0783,EMP0265,2015-09-05,21633663,2896742,24530405,initial
SAL0784,EMP0265,26-03-2016,24769885,4299836,29069721,market_adjustment
SAL0785,EMP0265,18/08/2017,25776126,4400522,30176648,annual_review
SAL0786,EMP0266,2022-11-14,8399120,1369148,9768268,initial
SAL0787,EMP0266,2023-10-18,9216567,1515124,10731691,annual_review
SAL0788,EMP0266,2024-05-28,9705885,1496486,11202371,correction
SAL0789,EMP0267,09/12/2015,9177668,966293,10143961,initial
SAL0790,EMP0267,24/03/2017,10027616,1506788,11534404,market_adjustment
SAL0791,EMP0267,2017-09-29,10473182,1235566,11708748,correction
SAL0792,EMP0268,2019-05-20,15318323,1953028,17271351,initial
SAL0793,EMP0268,2020-02-29,16228758,2343805,18572563,correction
SAL0794,EMP0268,2021-05-27,17897440,2843711,20741151,market_adjustment
SAL0795,EMP0269,2019-11-15,23245549,4328261,27573810,initial
SAL0796,EMP0269,2020-05-24,24891212,3521948,28413160,annual_review
