review_id,emp_id,review_period,review_date,overall_score,reviewer_id,kpi_score,attitude_score,notes
PRF0206,EMP0221,2022-mid,2022-07-15,2.6,EMP0125,2.5,3.4,Perlu lebih disiplin dalam time management.
PRF0207,EMP0256,2023-mid,2023-07-15,3.2,EMP0319,4.4,3.0,"Performa di bawah ekspektasi, perlu PIP."
PRF0208,EMP0039,2022-annual,2023-01-20,2.0,EMP0171,4.1,5.0,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0209,EMP0225,2023-mid,2023-07-15,4.5,EMP0225,4.9,4.9,Sangat baik dalam stakeholder management.
PRF0210,EMP0141,2023-mid,2023-07-15,3.3,EMP0454,3.6,2.2,Perlu lebih disiplin dalam time management.
PRF0211,EMP0304,2023-mid,2023-07-15,4.8,EMP0038,3.2,3.7,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0212,EMP0435,2023-annual,2024-01-20,5.0,EMP0472,1.9,2.9,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0213,EMP0058,2022-annual,2023-01-20,2.4,EMP0303,2.8,3.9,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0214,EMP0057,2024-mid,2024-07-15,5.0,EMP0300,4.5,2.7,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0215,EMP0304,2022-annual,2023-01-20,3.5,EMP0038,2.8,2.9,Perlu lebih disiplin dalam time management.
PRF0216,EMP0358,2024-mid,2024-07-15,4.2,EMP0192,4.6,3.5,Perlu lebih disiplin dalam time management.
PRF0217,EMP0049,2024-annual,2025-01-20,4.3,EMP0367,3.8,4.8,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0218,EMP0077,2023-annual,2024-01-20,3.8,EMP0482,2.7,4.1,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0219,EMP0367,2024-annual,2025-01-20,5.0,EMP0216,3.8,4.9,"Performa di bawah ekspektasi, perlu PIP."
PRF0220,EMP0411,2022-mid,2022-07-15,3.9,EMP0272,4.9,3.5,"Performa konsisten, target tercapai sepanjang periode."
PRF0221,EMP0460,2023-annual,2024-01-20,1.7,EMP0109,3.5,4.7,Sangat baik dalam stakeholder management.
PRF0222,EMP0172,2022-mid,2022-07-15,2.7,EMP0059,2.1,4.8,"Top performer, kandidat kuat untuk promosi."
PRF0223,EMP0237,2024-annual,2025-01-20,1.8,EMP0119,3.8,4.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0224,EMP0218,2022-mid,2022-07-15,1.6,EMP0210,4.9,4.3,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0225,EMP0494,2022-annual,2023-01-20,3.2,EMP0067,4.9,2.2,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0226,EMP0088,2022-annual,2023-01-20,2.9,EMP0350,4.0,2.4,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0227,EMP0495,2024-mid,2024-07-15,2.8,EMP0216,4.0,2.6,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0228,EMP0351,2022-annual,2023-01-20,4.4,EMP0135,3.8,3.1,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0229,EMP0354,2024-annual,2025-01-20,2.9,EMP0061,2.9,4.5,"Performa di bawah ekspektasi, perlu PIP."
PRF0230,EMP0341,2022-mid,2022-07-15,2.0,EMP0304,1.9,4.2,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0231,EMP0194,2023-annual,2024-01-20,1.5,EMP0008,3.9,4.2,"Performa konsisten, target tercapai sepanjang periode."
PRF0232,EMP0157,2023-mid,2023-07-15,4.4,EMP0265,4.1,4.5,"Performa konsisten, target tercapai sepanjang periode."
PRF0233,EMP0225,2024-mid,2024-07-15,1.7,EMP0203,2.4,3.6,"Performa konsisten, target tercapai sepanjang periode."
PRF0234,EMP0376,2023-mid,2023-07-15,3.3,EMP0393,3.3,4.2,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0235,EMP0131,2024-annual,2025-01-20,4.0,EMP0202,4.2,4.3,"Solid performer, reliable dalam menyelesaikan task."
PRF0236,EMP0003,2023-mid,2023-07-15,2.1,EMP0106,3.2,4.5,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0237,EMP0197,2023-mid,2023-07-15,4.0,EMP0202,3.5,4.7,"Performa di bawah ekspektasi, perlu PIP."
PRF0238,EMP0171,2023-mid,2023-07-15,2.5,EMP0222,2.4,2.5,Perlu lebih disiplin dalam time management.
PRF0239,EMP0313,2023-mid,2023-07-15,3.0,EMP0367,4.0,3.6,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0240,EMP0028,2022-annual,2023-01-20,2.9,EMP0107,3.9,3.8,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0241,EMP0219,2022-annual,2023-01-20,4.5,EMP0030,4.3,4.0,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0242,EMP0383,2023-mid,2023-07-15,4.3,EMP0008,2.9,3.3,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0243,EMP0232,2022-mid,2022-07-15,3.1,EMP0355,2.8,2.8,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0244,EMP0271,2023-annual,2024-01-20,3.6,EMP0067,2.1,2.3,"Solid performer, reliable dalam menyelesaikan task."
PRF0245,EMP0265,2024-mid,2024-07-15,2.5,EMP0269,3.2,3.1,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0246,EMP0327,2024-annual,2025-01-20,4.7,EMP0136,1.6,2.9,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0247,EMP0165,2022-annual,2023-01-20,2.0,EMP0413,2.0,2.6,"Top performer, kandidat kuat untuk promosi."
PRF0248,EMP0121,2024-annual,2025-01-20,2.9,EMP0313,5.0,2.7,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0249,EMP0072,2023-annual,2024-01-20,1.9,EMP0217,4.1,4.0,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0250,EMP0220,2022-annual,2023-01-20,2.7,EMP0114,4.8,3.1,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0251,EMP0311,2024-annual,2025-01-20,2.3,EMP0209,1.5,4.7,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0252,EMP0324,2022-mid,2022-07-15,1.6,EMP0313,5.0,4.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0253,EMP0139,2024-annual,2025-01-20,2.4,EMP0436,4.2,4.2,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0254,EMP0447,2023-annual,2024-01-20,2.7,EMP0091,3.0,3.0,Sangat baik dalam stakeholder management.
PRF0255,EMP0282,2022-annual,2023-01-20,2.0,EMP0427,3.1,4.2,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0256,EMP0448,2022-annual,2023-01-20,1.9,EMP0299,2.7,3.7,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0257,EMP0214,2024-mid,2024-07-15,3.7,EMP0393,3.6,2.1,Perlu lebih disiplin dalam time management.
PRF0258,EMP0201,2024-annual,2025-01-20,4.3,EMP0151,4.4,4.6,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0259,EMP0357,2022-annual,2023-01-20,4.0,EMP0430,4.2,3.8,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0260,EMP0229,2024-mid,2024-07-15,2.2,EMP0174,3.2,2.7,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0261,EMP0009,2022-annual,2023-01-20,2.0,EMP0112,3.4,3.1,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0262,EMP0372,2022-annual,2023-01-20,2.1,EMP0225,4.8,3.6,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0263,EMP0078,2022-mid,2022-07-15,2.0,EMP0301,4.3,4.6,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0264,EMP0199,2023-mid,2023-07-15,3.2,EMP0465,2.1,3.0,"Solid performer, reliable dalam menyelesaikan task."
PRF0265,EMP0367,2022-mid,2022-07-15,1.9,EMP0099,2.3,2.7,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0266,EMP0216,2022-mid,2022-07-15,4.2,EMP0427,3.9,4.7,"Performa konsisten, target tercapai sepanjang periode."
PRF0267,EMP0247,2024-mid,2024-07-15,3.4,EMP0069,3.5,2.4,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0268,EMP0348,2023-annual,2024-01-20,2.4,EMP0052,4.6,2.6,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0269,EMP0013,2024-annual,2025-01-20,1.5,EMP0055,2.2,2.7,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0270,EMP0036,2023-mid,2023-07-15,2.2,EMP0207,1.9,3.9,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0271,EMP0368,2022-mid,2022-07-15,4.3,EMP0265,2.2,2.8,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0272,EMP0090,2022-mid,2022-07-15,3.7,EMP0435,4.9,2.4,Sangat baik dalam stakeholder management.
PRF0273,EMP0030,2022-annual,2023-01-20,4.6,EMP0216,3.7,2.0,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0274,EMP0133,2023-mid,2023-07-15,2.3,EMP0119,1.9,3.6,Perlu lebih disiplin dalam time management.
PRF0275,EMP0331,2022-mid,2022-07-15,3.7,EMP0228,2.8,4.8,Sangat baik dalam stakeholder management.
PRF0276,EMP0323,2023-annual,2024-01-20,1.9,EMP0066,4.8,3.7,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0277,EMP0498,2022-mid,2022-07-15,3.4,EMP0019,4.6,4.0,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0278,EMP0203,2022-annual,2023-01-20,2.8,EMP0132,4.0,2.9,Perlu lebih disiplin dalam time management.
PRF0279,EMP0396,2022-mid,2022-07-15,4.4,EMP0452,2.0,3.1,Sangat baik dalam stakeholder management.
PRF0280,EMP0298,2024-annual,2025-01-20,3.9,EMP0299,4.3,3.4,Sangat baik dalam stakeholder management.
PRF0281,EMP0101,2024-annual,2025-01-20,2.1,EMP0492,2.5,3.0,Perlu lebih disiplin dalam time management.
PRF0282,EMP0125,2024-annual,2025-01-20,2.0,EMP0235,4.4,2.6,"Solid performer, reliable dalam menyelesaikan task."
PRF0283,EMP0444,2022-annual,2023-01-20,3.0,EMP0051,3.4,3.9,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0284,EMP0318,2024-annual,2025-01-20,4.0,EMP0261,2.0,5.0,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0285,EMP0343,2022-mid,2022-07-15,3.7,EMP0071,3.5,2.7,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0286,EMP0403,2024-mid,2024-07-15,3.6,EMP0434,3.6,4.7,Sangat baik dalam stakeholder management.
PRF0287,EMP0082,2024-mid,2024-07-15,3.9,EMP0393,4.5,4.0,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0288,EMP0330,2022-annual,2023-01-20,3.9,EMP0373,1.6,2.5,"Solid performer, reliable dalam menyelesaikan task."
PRF0289,EMP0059,2022-mid,2022-07-15,2.8,EMP0220,3.5,4.0,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0290,EMP0464,2023-mid,2023-07-15,4.3,EMP0385,4.2,4.0,Perlu lebih disiplin dalam time management.
PRF0291,EMP0261,2022-mid,2022-07-15,1.6,EMP0221,2.7,3.2,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0292,EMP0083,2022-annual,2023-01-20,4.6,EMP0261,4.1,3.6,Sangat baik dalam stakeholder management.
PRF0293,EMP0224,2022-mid,2022-07-15,3.8,EMP0091,1.6,3.9,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0294,EMP0473,2022-mid,2022-07-15,5.0,EMP0214,3.2,3.4,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0295,EMP0490,2024-mid,2024-07-15,4.4,EMP0141,3.5,3.6,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0296,EMP0066,2022-annual,2023-01-20,2.0,EMP0207,3.5,4.2,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0297,EMP0277,2022-annual,2023-01-20,4.6,EMP0362,1.5,3.6,"Top performer, kandidat kuat untuk promosi."
PRF0298,EMP0353,2023-annual,2024-01-20,2.6,EMP0299,4.5,3.1,"Top performer, kandidat kuat untuk promosi."
PRF0299,EMP0240,2024-annual,2025-01-20,1.9,EMP0486,2.7,4.3,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0300,EMP0149,2022-annual,2023-01-20,4.7,EMP0416,3.0,2.6,Sangat baik dalam stakeholder management.
PRF0301,EMP0245,2022-mid,2022-07-15,5.0,EMP0304,2.3,3.8,"Solid performer, reliable dalam menyelesaikan task."
PRF0302,EMP0167,2023-mid,2023-07-15,4.7,EMP0163,2.5,2.6,"Solid performer, reliable dalam menyelesaikan task."
PRF0303,EMP0335,2024-mid,2024-07-15,2.6,EMP0167,4.1,3.2,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0304,EMP0171,2023-annual,2024-01-20,3.8,EMP0401,2.8,2.2,"Performa konsisten, target tercapai sepanjang periode."
PRF0305,EMP0400,2024-mid,2024-07-15,3.3,EMP0319,2.3,2.2,Perlu lebih disiplin dalam time management.
PRF0306,EMP0290,2023-annual,2024-01-20,4.5,EMP0362,1.6,2.4,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0307,EMP0430,2022-annual,2023-01-20,4.8,EMP0286,4.8,3.1,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0308,EMP0076,2022-mid,2022-07-15,2.3,EMP0058,4.1,2.5,Perlu lebih disiplin dalam time management.
PRF0309,EMP0214,2022-annual,2023-01-20,3.8,EMP0171,3.1,4.2,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0310,EMP0079,2022-annual,2023-01-20,2.2,EMP0344,4.8,2.6,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0311,EMP0375,2024-annual,2025-01-20,3.3,EMP0099,2.4,2.6,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0312,EMP0281,2024-annual,2025-01-20,3.0,EMP0209,2.9,4.4,"Solid performer, reliable dalam menyelesaikan task."
PRF0313,EMP0407,2024-annual,2025-01-20,1.9,EMP0421,3.6,2.9,"Performa di bawah ekspektasi, perlu PIP."
PRF0314,EMP0014,2022-mid,2022-07-15,3.0,EMP0440,4.0,4.2,Perlu lebih disiplin dalam time management.
PRF0315,EMP0087,2023-annual,2024-01-20,3.0,EMP0164,4.9,4.2,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0316,EMP0311,2024-mid,2024-07-15,2.6,EMP0209,4.7,3.3,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0317,EMP0029,2023-mid,2023-07-15,3.5,EMP0174,3.5,4.1,Sangat baik dalam stakeholder management.
PRF0318,EMP0137,2023-annual,2024-01-20,3.1,EMP0300,2.8,3.1,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0319,EMP0381,2023-annual,2024-01-20,1.8,EMP0265,5.0,4.4,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0320,EMP0195,2024-mid,2024-07-15,4.4,EMP0008,3.8,3.8,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0321,EMP0312,2023-mid,2023-07-15,1.8,EMP0299,3.0,4.7,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0322,EMP0072,2024-annual,2025-01-20,4.0,EMP0217,3.8,3.9,"Performa di bawah ekspektasi, perlu PIP."
PRF0323,EMP0481,2023-mid,2023-07-15,1.9,EMP0192,2.5,4.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0324,EMP0267,2023-annual,2024-01-20,2.4,EMP0242,2.5,3.3,"Solid performer, reliable dalam menyelesaikan task."
PRF0325,EMP0007,2024-mid,2024-07-15,4.4,EMP0321,2.4,3.5,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0326,EMP0224,2024-annual,2025-01-20,3.9,EMP0091,4.9,3.6,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0327,EMP0446,2022-mid,2022-07-15,3.4,EMP0129,1.7,4.3,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0328,EMP0350,2023-annual,2024-01-20,2.6,EMP0378,3.3,3.7,Sangat baik dalam stakeholder management.
PRF0329,EMP0483,2023-mid,2023-07-15,2.9,EMP0163,2.7,5.0,"Performa di bawah ekspektasi, perlu PIP."
PRF0330,EMP0238,2022-annual,2023-01-20,2.2,EMP0046,3.4,4.7,Perlu lebih disiplin dalam time management.
PRF0331,EMP0136,2023-mid,2023-07-15,3.1,EMP0106,1.8,3.6,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0332,EMP0092,2023-mid,2023-07-15,3.4,EMP0017,2.3,3.3,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0333,EMP0250,2022-annual,2023-01-20,2.4,EMP0427,1.7,4.5,"Performa di bawah ekspektasi, perlu PIP."
PRF0334,EMP0244,2024-mid,2024-07-15,2.6,EMP0361,2.3,2.1,"Top performer, kandidat kuat untuk promosi."
PRF0335,EMP0252,2024-annual,2025-01-20,4.1,EMP0262,1.7,2.7,"Performa di bawah ekspektasi, perlu PIP."
PRF0336,EMP0132,2023-annual,2024-01-20,3.5,EMP0452,3.6,4.0,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0337,EMP0269,2024-mid,2024-07-15,2.9,EMP0477,3.6,3.9,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0338,EMP0494,2024-mid,2024-07-15,4.8,EMP0067,2.5,4.6,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0339,EMP0138,2022-mid,2022-07-15,2.4,EMP0221,2.9,3.0,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0340,EMP0239,2022-mid,2022-07-15,4.4,EMP0173,3.9,3.2,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0341,EMP0440,2024-annual,2025-01-20,2.3,EMP0304,3.1,2.0,"Performa di bawah ekspektasi, perlu PIP."
PRF0342,EMP0378,2024-mid,2024-07-15,2.2,EMP0019,4.5,3.3,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0343,EMP0145,2023-annual,2024-01-20,2.8,EMP0059,1.5,2.9,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0344,EMP0168,2023-annual,2024-01-20,1.7,EMP0465,3.2,2.8,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0345,EMP0423,2022-mid,2022-07-15,3.1,EMP0036,4.1,3.7,Sangat baik dalam stakeholder management.
PRF0346,EMP0235,2022-mid,2022-07-15,4.1,EMP0125,1.8,2.2,"Top performer, kandidat kuat untuk promosi."
PRF0347,EMP0074,2024-mid,2024-07-15,1.9,EMP0164,2.7,5.0,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0348,EMP0279,2024-mid,2024-07-15,4.0,EMP0114,4.4,3.2,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0349,EMP0327,2023-annual,2024-01-20,4.9,EMP0136,3.4,3.2,"Performa di bawah ekspektasi, perlu PIP."
PRF0350,EMP0080,2024-mid,2024-07-15,4.0,EMP0465,4.0,3.9,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0351,EMP0162,2022-annual,2023-01-20,3.7,EMP0465,1.6,4.5,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0352,EMP0033,2024-mid,2024-07-15,2.6,EMP0492,3.6,2.6,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0353,EMP0071,2024-mid,2024-07-15,4.5,EMP0052,3.0,4.1,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0354,EMP0433,2022-annual,2023-01-20,1.5,EMP0017,4.4,3.5,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0355,EMP0487,2023-annual,2024-01-20,4.1,EMP0379,4.2,2.1,"Solid performer, reliable dalam menyelesaikan task."
PRF0356,EMP0372,2024-annual,2025-01-20,2.7,EMP0225,4.5,2.6,"Performa di bawah ekspektasi, perlu PIP."
PRF0357,EMP0038,2024-annual,2025-01-20,1.5,EMP0335,5.0,4.7,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0358,EMP0136,2022-mid,2022-07-15,2.1,EMP0106,2.5,3.1,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0359,EMP0237,2022-mid,2022-07-15,1.8,EMP0119,3.4,4.7,"Performa di bawah ekspektasi, perlu PIP."
PRF0360,EMP0001,2023-mid,2023-07-15,1.7,EMP0486,4.1,4.0,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0361,EMP0102,2023-annual,2024-01-20,3.6,EMP0223,3.6,4.3,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0362,EMP0040,2024-annual,2025-01-20,2.2,EMP0017,2.9,4.4,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0363,EMP0280,2023-annual,2024-01-20,1.6,EMP0286,2.7,2.4,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0364,EMP0019,2023-mid,2023-07-15,4.3,EMP0350,4.3,2.7,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0365,EMP0208,2024-annual,2025-01-20,3.5,EMP0319,3.4,2.2,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0366,EMP0389,2023-annual,2024-01-20,4.3,EMP0486,3.2,3.4,"Performa di bawah ekspektasi, perlu PIP."
PRF0367,EMP0293,2024-mid,2024-07-15,1.5,EMP0496,2.6,4.8,"Solid performer, reliable dalam menyelesaikan task."
PRF0368,EMP0006,2022-annual,2023-01-20,4.5,EMP0430,4.0,4.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0369,EMP0458,2024-annual,2025-01-20,3.5,EMP0358,4.0,4.3,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0370,EMP0216,2023-annual,2024-01-20,1.6,EMP0170,4.7,4.1,"Solid performer, reliable dalam menyelesaikan task."
PRF0371,EMP0162,2023-annual,2024-01-20,3.0,EMP0465,2.0,3.8,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0372,EMP0475,2024-mid,2024-07-15,4.3,EMP0486,1.8,2.6,"Solid performer, reliable dalam menyelesaikan task."
PRF0373,EMP0458,2023-mid,2023-07-15,2.7,EMP0358,4.9,2.1,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0374,EMP0314,2024-mid,2024-07-15,4.8,EMP0362,4.2,2.8,Sangat baik dalam stakeholder management.
PRF0375,EMP0099,2022-mid,2022-07-15,4.8,EMP0030,4.4,3.4,Sangat baik dalam stakeholder management.
PRF0376,EMP0414,2023-mid,2023-07-15,1.8,EMP0135,4.8,3.5,"Performa di bawah ekspektasi, perlu PIP."
PRF0377,EMP0070,2024-mid,2024-07-15,3.4,EMP0034,2.8,4.1,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0378,EMP0371,2023-mid,2023-07-15,3.4,EMP0350,2.9,2.3,Perlu lebih disiplin dalam time management.
PRF0379,EMP0364,2024-annual,2025-01-20,4.7,EMP0038,4.8,2.5,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0380,EMP0144,2022-mid,2022-07-15,4.3,EMP0061,4.1,4.2,Sangat baik dalam stakeholder management.
PRF0381,EMP0458,2023-annual,2024-01-20,2.3,EMP0358,1.7,3.2,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0382,EMP0431,2022-mid,2022-07-15,2.8,EMP0379,1.8,3.0,Sangat baik dalam stakeholder management.
PRF0383,EMP0045,2024-mid,2024-07-15,1.8,EMP0483,1.9,3.7,"Performa konsisten, target tercapai sepanjang periode."
PRF0384,EMP0326,2022-mid,2022-07-15,4.4,EMP0492,1.7,2.2,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0385,EMP0369,2023-mid,2023-07-15,3.8,EMP0124,2.0,4.0,Sangat baik dalam stakeholder management.
PRF0386,EMP0300,2022-mid,2022-07-15,4.6,EMP0219,3.7,3.8,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0387,EMP0283,2023-annual,2024-01-20,2.2,EMP0434,2.1,3.1,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0388,EMP0002,2024-annual,2025-01-20,3.3,EMP0386,3.2,4.2,"Top performer, kandidat kuat untuk promosi."
PRF0389,EMP0062,2023-annual,2024-01-20,1.7,EMP0439,4.3,2.7,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0390,EMP0001,2024-annual,2025-01-20,2.5,EMP0486,3.8,3.8,"Performa di bawah ekspektasi, perlu PIP."
PRF0391,EMP0279,2024-annual,2025-01-20,3.8,EMP0114,3.3,3.8,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0392,EMP0371,2023-annual,2024-01-20,4.4,EMP0350,4.5,4.6,Perlu lebih disiplin dalam time management.
PRF0393,EMP0264,2022-mid,2022-07-15,2.9,EMP0344,1.9,4.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0394,EMP0195,2022-annual,2023-01-20,3.4,EMP0008,4.9,3.1,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0395,EMP0022,2023-annual,2024-01-20,2.1,EMP0051,1.7,4.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0396,EMP0255,2024-annual,2025-01-20,2.3,EMP0303,3.0,3.6,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0397,EMP0054,2024-annual,2025-01-20,4.3,EMP0099,4.2,4.8,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0398,EMP0030,2023-annual,2024-01-20,4.2,EMP0242,2.4,4.2,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0399,EMP0451,2023-mid,2023-07-15,4.4,EMP0174,4.6,4.1,Perlu lebih disiplin dalam time management.
PRF0400,EMP0031,2023-mid,2023-07-15,3.6,EMP0361,4.7,2.8,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0401,EMP0118,2022-annual,2023-01-20,4.2,EMP0427,4.4,2.8,"Solid performer, reliable dalam menyelesaikan task."
PRF0402,EMP0398,2023-annual,2024-01-20,2.6,EMP0074,2.5,4.6,"Performa konsisten, target tercapai sepanjang periode."
PRF0403,EMP0322,2023-annual,2024-01-20,4.4,EMP0301,1.5,4.0,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0404,EMP0244,2024-annual,2025-01-20,4.1,EMP0361,4.4,4.7,"Performa konsisten, target tercapai sepanjang periode."
PRF0405,EMP0079,2024-annual,2025-01-20,2.9,EMP0344,2.0,4.8,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0406,EMP0497,2023-mid,2023-07-15,2.7,EMP0344,3.0,3.7,Sangat baik dalam stakeholder management.
PRF0407,EMP0222,2022-mid,2022-07-15,3.7,EMP0321,3.4,4.5,"Solid performer, reliable dalam menyelesaikan task."
PRF0408,EMP0361,2022-mid,2022-07-15,3.8,EMP0393,3.2,2.4,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0409,EMP0173,2022-mid,2022-07-15,2.6,EMP0035,3.8,4.0,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0410,EMP0048,2022-mid,2022-07-15,3.7,EMP0465,3.1,4.6,Sangat baik dalam stakeholder management.
